element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),Assembly,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential
Element_11,11,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Steel W Shape,"Steel, hot rolled structural steel","Hot rolled structural steel, AISC - EPD",44674,Calculated from takeoff from Revit,Structural columns,Replacement: B2-B5,0.0,,,0.0,0.0,0.0,0.0
Element_12,12,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Concrete shear wall,"Normalweight Concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,Structural walls,Replacement: B2-B5,0.0,,,0.0,0.0,0.0,0.0
Element_13,13,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267,Calculated from takeoff from Revit,Structural walls,Replacement: B2-B5,0.0,,,0.0,0.0,0.0,-0.0
Element_14,20,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Exterior finish,"4"" granite veneer","Stone slab, granite",624440,"Kaleidoscope Calculator, Payette",MV: granite,Replacement: B2-B5,419636.1994300309,,,4141.312144025689,160.33132981149856,73220.52410832421,0.00013664901277214
Element_15,21,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Exterior finish,Type S mortar,Mortar type S,22658,"Kaleidoscope Calculator, Payette",MV: granite,Replacement: B2-B5,7611.678230297105,,,17.676008285559682,1.2322364934076482,421.67088047420646,4.097969014850289e-06
Element_16,22,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Support,Galvanized steel shelf angle with knife plate,Galvanized steel,12117,"Kaleidoscope Calculator, Payette",MV: granite,Replacement: B2-B5,35435.69249308982,,,187.85390153279906,8.150653531579945,2824.2426787189697,0.0007809816043742198
Element_17,23,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Insulation,"4"" mineral wool insulation","Mineral wool, low density, NAIMA - EPD",9412,"Kaleidoscope Calculator, Payette",MV: granite,Replacement: B2-B5,16366.543647781185,,,118.39781936739328,2.9822452797646077,677.0249418705343,0.00040333203681536007
Element_18,24,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",MV: granite,Replacement: B2-B5,6251.369627225009,,,29.08960022625536,1.5968082423648957,426.4018618006928,1.267052811783176e-06
Element_19,25,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",MV: granite,Replacement: B2-B5,18925.01093034737,,,79.20051682198655,7.170591141699216,1099.4348676845689,0.0006805946827233975
Element_20,26,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette",MV: granite,Replacement: B2-B5,,,,,,,
Element_21,27,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",MV: granite,Replacement: B2-B5,,,,,,,
Element_22,28,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",MV: granite,Replacement: B2-B5,1450.410130201252,,,5.62526004996384,0.2960159070812238,112.48213739467319,4.93625376381544e-07
Element_23,1,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing,Triple pane IGU,"Glazing, triple, insulated (air)",54275,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",Glazing: triple pane IGU,Replacement: B2-B5,167534.2184448478,,,1230.351651941776,54.470944759103595,17648.59750000698,0.0001413679944772966
Element_24,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM roofing,Replacement: B2-B5,122945.19260971366,,,341.7647726378995,34.660808110127476,4785.55415207011,5.903678836168934e-06
Element_25,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,EPDM roofing,Replacement: B2-B5,103071.69328107749,,,396.72625849380006,35.716621047554995,4712.538643655251,0.0047193562670887505
